time_ps,min_dist_A
0.0,3.7990023530138504
10.0,3.9817367257202276
20.0,3.96386369083397
30.0,3.9695074710869283
40.0,4.417562475451422
50.0,3.7259140707852683
60.0,4.11111878401144
70.0,3.713896583381987
80.0,3.8352071033278228
90.0,3.3901211229180164
100.0,4.221588391948071
110.0,3.2949639825793122
120.0,3.7555449775800747
130.0,3.7529447857425926
140.0,3.4824537185711115
150.0,3.859594583917715
160.0,3.5664095555550452
170.0,3.257620775241287
180.0,3.7895370965717805
190.0,3.3400294086766227
200.0,3.7766310054245897
210.0,3.615120018621224
220.0,3.5884681153557616
230.0,3.417876375093222
240.0,3.8437602777138933
250.0,4.049317032486838
260.0,3.3275767025762075
270.0,4.303060698874221
280.0,3.34252513662624
290.0,3.8406816767625185
300.0,3.8164088188498924
310.0,4.25283563132447
320.0,4.218164267065885
330.0,3.6841517298469015
340.0,3.8247713997563912
350.0,3.530632606431137
360.0,3.7606496424211233
370.0,3.385587586380623
380.0,3.5100981104704303
390.0,3.777790495977175
400.0,3.301665848553106
410.0,3.40787476122609
420.0,4.1631946628800165
430.0,4.066217157212941
440.0,3.4459429518163485
450.0,3.9861863813004597
460.0,3.985711627828967
470.0,4.404651738756568
480.0,3.9838907575689833
490.0,3.8460336600926674
500.0,3.704931263976053
510.0,3.8257290748437875
520.0,4.101741514324444
530.0,3.4960693085741985
540.0,3.754380956591255
550.0,3.756916801389061
560.0,3.486705269780284
570.0,3.666336160737733
580.0,3.683328104241234
590.0,3.7592171552078057
600.0,3.569498512250182
610.0,3.322418298231112
620.0,3.266776393633532
630.0,3.691004853756715
640.0,3.528237173164153
650.0,3.615592440736984
660.0,3.428132220506263
670.0,3.8020139762083214
680.0,3.9599215598006494
690.0,4.106423724119312
700.0,4.2534770060823455
710.0,3.5640142619397026
720.0,3.6942584467298007
730.0,4.03689247686444
740.0,3.68593677637737
750.0,3.5476894766256644
760.0,3.503737730237689
770.0,3.990664365524647
780.0,3.8605028815179216
790.0,3.858224644720316
800.0,4.164444462064512
810.0,3.796074180113261
820.0,3.871704208932419
830.0,3.2608909119800753
840.0,3.376711694305918
850.0,3.6609689428437644
860.0,3.3124793055655553
870.0,3.5381802863599074
880.0,3.468547118048309
890.0,3.52412283861695
900.0,3.4781764661318775
910.0,3.824476752104251
920.0,3.6071864775851834
930.0,3.403966761820533
940.0,3.6688075127646798
950.0,3.671103814879763
960.0,3.6256571956140258
970.0,3.884541280763042
980.0,3.5286695624019524
990.0,3.633707253309111
1000.0,3.478703540160245
1010.0,3.6088330343439248
1020.0,3.5137713047015136
1030.0,3.972620651497549
1040.0,4.291048852710926
1050.0,3.9868409832114677
1060.0,4.294987416722088
1070.0,3.5754300517467033
1080.0,3.677784754287974
1090.0,3.61250863319277
1100.0,3.976947466480235
1110.0,3.323983528058786
1120.0,3.5691098947383875
1130.0,3.8044412823822524
1140.0,3.660028817736562
1150.0,3.641506090993269
1160.0,3.4488672377184333
1170.0,3.800185549575961
1180.0,3.8462663122447878
1190.0,3.3616794140236537
1200.0,4.105766330053672
1210.0,3.83605407751816
1220.0,4.24133611392271
1230.0,3.436060391912251
1240.0,3.9524838798935074
1250.0,3.8646301432118624
1260.0,3.2483986167036076
1270.0,4.073831702764588
1280.0,3.89402119552159
1290.0,3.906174676617817
1300.0,3.4710544384671382
1310.0,3.6439303472020934
1320.0,3.553453893959132
1330.0,3.560353208015583
1340.0,3.5552370171069705
1350.0,3.419853800722736
1360.0,3.874189910289553
1370.0,3.6944660297539413
1380.0,4.061135473965695
1390.0,3.6962808216978984
1400.0,3.4670731038726963
1410.0,3.4482025360142727
1420.0,3.6412083081199795
1430.0,3.9428022931801556
1440.0,3.5186526732786745
1450.0,3.3853211676244515
1460.0,3.4365683441001287
1470.0,3.5539967297598314
1480.0,3.797222918811034
1490.0,3.018838474661783
1500.0,3.6924232560714567
1510.0,3.6130063096440796
1520.0,3.4827602199996504
1530.0,3.6363016736888047
1540.0,3.49740375727872
1550.0,3.6851919592685176
1560.0,3.3662653691385755
1570.0,3.569899710307974
1580.0,3.518935129180494
1590.0,3.687143113277317
1600.0,3.832529217136821
1610.0,3.233510221801732
1620.0,3.399319638118588
1630.0,3.668965838088123
1640.0,3.3101343838722275
1650.0,3.151349239519718
1660.0,3.848140564381491
1670.0,3.2887984621640607
1680.0,3.3398355331606515
1690.0,3.379968501290377
1700.0,3.578109041487747
1710.0,3.4064225891644573
1720.0,3.295829588402766
1730.0,3.0958236924506197
1740.0,3.034088541890843
1750.0,3.4757874408193947
1760.0,3.3456983973640524
1770.0,3.3143033499613703
1780.0,3.342302067218312
1790.0,3.1608534894080593
1800.0,3.2999861482276276
1810.0,3.797521680077718
1820.0,3.414980779681472
1830.0,3.499969399895164
1840.0,3.5126802980048666
1850.0,3.4450680052530203
1860.0,3.435782850590041
1870.0,3.5245875725791507
1880.0,3.66345397732109
1890.0,3.4548115993908373
1900.0,3.4783465173331853
1910.0,3.1649067459791382
1920.0,3.3303155248969594
1930.0,3.342710168444893
1940.0,3.7611843021506197
1950.0,3.402659057221466
1960.0,3.768502981515704
1970.0,3.6550475173655235
1980.0,3.3373186333353293
1990.0,3.1849833226065325
2000.0,3.595122919648893
2010.0,3.7348891648045877
2020.0,3.5822372989760196
2030.0,3.4997748113969944
2040.0,3.4464218695656097
2050.0,3.8096309709447924
2060.0,3.6500533125667154
2070.0,3.5896819413182217
2080.0,3.780025386828684
2090.0,3.5854153367809043
2100.0,3.165358610402934
2110.0,3.4442248624386655
2120.0,3.6570757047079536
2130.0,3.327824525206422
2140.0,3.6934822725477336
2150.0,3.4512160385567623
2160.0,3.6239785165067087
2170.0,3.1619182134190993
2180.0,3.8066938322040413
2190.0,3.5955231788117867
2200.0,3.407201872098279
2210.0,3.6517080726080855
2220.0,3.310647204417813
2230.0,3.4177322409260915
2240.0,3.391641675959171
2250.0,3.779416555760554
2260.0,3.268964398861597
2270.0,3.6224256155481305
2280.0,3.738891883743165
2290.0,3.5623169249498905
2300.0,3.68861552826929
2310.0,3.4467840806578174
2320.0,3.498767144323192
2330.0,3.6659764303503413
2340.0,4.145191332332936
2350.0,4.15981331553732
2360.0,3.931858030036309
2370.0,3.514117202708129
2380.0,3.4395654714409636
2390.0,3.615870267550549
2400.0,3.920686730939187
2410.0,3.6171440327981794
2420.0,3.274200867521657
2430.0,3.5825242427596984
2440.0,3.952773772380163
2450.0,3.681339252847934
2460.0,3.345414454126216
2470.0,3.4900586483472718
2480.0,4.570562660090005
2490.0,3.363018698923185
2500.0,3.919899430835712
2510.0,3.751559131855153
2520.0,3.695797218144199
2530.0,3.6992045756897425
2540.0,3.9668767309497315
2550.0,3.9682393030094376
2560.0,3.7811248135149773
2570.0,3.644508544280909
2580.0,3.4533750223300674
2590.0,3.849999068619937
2600.0,3.736056491696683
2610.0,3.375571665637275
2620.0,3.8438174528856
2630.0,4.1670339344584635
2640.0,3.821910898285318
2650.0,3.7843007643964963
2660.0,3.84070209323517
2670.0,4.251362207375667
2680.0,3.887648420933611
2690.0,3.8420161914734017
2700.0,3.565527421584987
2710.0,4.0120960478630625
2720.0,3.7537951559915173
2730.0,4.09664377684776
2740.0,3.508529454591121
