time_ps,min_dist_A
0.0,3.118992274231409
10.0,3.0180952216746784
20.0,3.3525797341377563
30.0,3.482717964489895
40.0,3.308064614198526
50.0,3.386118885205177
60.0,3.424999662305817
70.0,3.4629836471467934
80.0,3.164461378218463
90.0,3.29971441339898
100.0,3.5508449333367533
110.0,3.413358305706069
120.0,3.2883325102029253
130.0,3.451447992945585
140.0,3.656375657025165
150.0,3.3637791579444194
160.0,3.568953010630383
170.0,3.4777284833716413
180.0,3.3541896888740492
190.0,3.4085032955675856
200.0,3.618647249493615
210.0,3.568558523837833
220.0,3.4169314064324547
230.0,3.648793910757001
240.0,3.6141549923407608
250.0,3.2920812888992748
260.0,3.615329895166523
270.0,3.2402804811394006
280.0,3.3840386616569673
290.0,3.128861035690089
300.0,3.132108909752426
310.0,3.4993259962441163
320.0,3.405642187027409
330.0,3.68236702196842
340.0,3.7337641571877827
350.0,3.4232881477612445
360.0,3.1166833958623297
370.0,3.743609243358088
380.0,3.4506107703025526
390.0,3.3264530516605633
400.0,3.4136631215754782
410.0,3.242870473058062
420.0,3.582150869349677
430.0,3.476463599586932
440.0,3.487320148603461
450.0,3.445946239647689
460.0,3.742111693517663
470.0,3.3724760559530016
480.0,3.6019624710226985
490.0,3.2379473820019506
500.0,3.41776278486594
510.0,3.7532388869265363
520.0,3.2116339782204752
530.0,3.1751239652705117
540.0,3.40556988421593
550.0,3.247492176084414
560.0,3.3261120180155612
570.0,3.2368043108774205
580.0,3.1127178217194498
590.0,3.375767409954247
600.0,3.4333219133466075
610.0,3.2802606311624345
620.0,3.4184502310442633
630.0,3.5727621250674426
640.0,3.5083322746184646
650.0,3.0765719276199284
660.0,3.4889231881586937
670.0,3.3312174336361142
680.0,3.6197420279149406
690.0,3.5725894993121194
700.0,3.0878121763290762
710.0,3.409650222874571
720.0,3.516404495616183
730.0,3.420949783955323
740.0,4.050048876055915
750.0,3.5178132295839943
760.0,3.123908166688665
770.0,3.333904907155424
780.0,3.2811140801595977
790.0,3.4065382036578433
800.0,3.2726428284784492
810.0,3.4817957136514734
820.0,3.296224622517773
830.0,3.1369114365270407
840.0,3.1579255323132176
850.0,3.3941257475925797
860.0,3.3389079719775205
870.0,3.2532639691119054
880.0,3.282042821118807
890.0,3.31184184020668
900.0,3.4555902284607845
910.0,3.3858681043202195
920.0,3.4580531205162037
930.0,3.435359571536542
940.0,3.340792685690087
950.0,3.2533972825626205
960.0,3.490603023342436
970.0,3.3183562734542833
980.0,3.4448055277942062
990.0,3.4054520413098883
1000.0,3.514455875702454
1010.0,3.2102321077413136
1020.0,3.4387651678014914
1030.0,3.5993032258069784
1040.0,3.2734528348198597
1050.0,3.4175278242397877
1060.0,3.586545387780606
1070.0,3.307706008460655
1080.0,3.256274229345968
1090.0,3.3098940361568276
1100.0,3.11276652153376
1110.0,3.5446142206833025
1120.0,3.4523778700922425
1130.0,3.655147186957279
1140.0,3.4013834642913108
1150.0,3.459061311172397
1160.0,3.032786310306921
1170.0,3.706186918557861
1180.0,3.4651674672208217
1190.0,3.257315811966833
1200.0,3.255781316790134
1210.0,3.3474317110425478
1220.0,3.438910045498032
1230.0,3.6615455432626614
1240.0,3.578392299693939
1250.0,3.159510506010773
1260.0,3.2145149315941497
1270.0,3.417907844103518
1280.0,3.3874627787159204
1290.0,3.5508590580815946
1300.0,3.524693964675587
1310.0,3.3731607804283104
1320.0,3.46274183157879
1330.0,3.494795609203197
1340.0,3.370592763596239
1350.0,3.365159332903615
1360.0,3.2806852555320716
1370.0,4.117768122751593
1380.0,3.6143876329822233
1390.0,3.2445168275170717
1400.0,3.3234016190592732
1410.0,3.1290091526488393
1420.0,3.121248433675879
1430.0,3.4187866619677316
1440.0,3.150951481592507
1450.0,3.5072220071278375
1460.0,3.194542514004761
1470.0,3.43077484966173
1480.0,3.151762733501197
1490.0,3.0893525713830625
1500.0,3.324892701677683
1510.0,3.3764186512242382
1520.0,3.539125255125286
1530.0,3.155250505041511
1540.0,3.1609172243182724
1550.0,3.2265323210047883
1560.0,3.462268405042339
1570.0,3.3051622239574128
1580.0,3.174243677618979
1590.0,3.491044923063522
1600.0,3.0748146758085095
1610.0,3.2908829456781685
1620.0,3.2890293240835082
1630.0,3.1493778956314435
1640.0,3.3123251146901005
1650.0,3.3112210292580113
1660.0,3.051164684611417
1670.0,3.45949432999783
1680.0,3.1807229627357194
1690.0,3.2735468321570105
1700.0,3.2736840739129303
1710.0,3.201296004353439
1720.0,3.299788209072701
1730.0,3.5052384793594618
1740.0,3.6030677956828976
1750.0,3.3631526525241924
1760.0,3.074767552233472
1770.0,3.1729159352721017
1780.0,3.418201537609285
1790.0,3.295660956958217
1800.0,3.2877201192940793
1810.0,3.507591917831557
1820.0,3.493192152223596
1830.0,3.3160964121632137
1840.0,3.527650759455582
1850.0,3.1958407016873402
1860.0,3.297422511049193
1870.0,3.0724067752094433
1880.0,3.1863911176290958
1890.0,3.2585401062877293
1900.0,3.2473205117426063
