time_ps,backbone_RMSD,ligand_RMSD
0.0,9.269054248516647e-07,0.0
10.0,0.7146518039892247,0.5659041954217274
20.0,0.9004575046536194,0.8143415901424398
30.0,0.8337364680666803,0.7826174728702912
40.0,0.923350256588102,1.0456927301956374
50.0,1.0658911886459586,0.8521438951383088
60.0,1.0837986963561186,1.2109436981880757
70.0,1.0793046890796671,0.9128194731438474
80.0,1.3476108501995836,0.7522219634918532
90.0,1.2378844041271195,1.0214826186608197
100.0,1.2112275503209071,0.8099406832323622
110.0,1.0972299409540307,0.8179221764888995
120.0,1.09276209679663,1.0120416973426472
130.0,1.1667147824386304,0.7969109793323877
140.0,1.3381733766273523,0.9828359220186168
150.0,1.4229518646332815,1.1090927848983023
160.0,1.3396183122733516,0.7708161336793594
170.0,1.2969875654688736,0.7454207433021127
180.0,1.267554807469017,1.0368395604769196
190.0,1.0104292768861811,1.1164277326940795
200.0,1.2173842038122422,0.8449300020550241
210.0,1.29076538551423,0.7701701622668838
220.0,1.2176982668284775,0.8056850613231579
230.0,1.0586281835506064,0.8543675600234172
240.0,1.2085323029889457,0.9070453663106723
250.0,1.2041813704443696,0.8267391941874164
260.0,1.112028260125068,0.9035177590504383
270.0,1.2845782404546746,1.056457095656017
280.0,1.1680911484781205,0.8090590669489529
290.0,1.3523573329848397,1.2707781023146094
300.0,1.3155081340889105,1.3933202247840901
310.0,1.526317568925324,0.9135529133151193
320.0,1.3143098871516679,1.0176837346715641
330.0,1.2302728352162304,1.262096658928349
340.0,1.3746933389564697,1.2111906342591925
350.0,1.228218139784276,1.0473664813841463
360.0,1.3112428396203315,1.2131595280796712
370.0,1.2850600127677332,1.413861977497674
380.0,1.2782824613806376,1.4488498672311103
390.0,1.3051826885978988,1.0961328512605004
400.0,1.3272109946960928,1.071198385525657
410.0,1.3346794135716888,0.9636036013775562
420.0,1.3680294129141255,1.1666049046133777
430.0,1.4419476489045198,1.0842970566871855
440.0,1.6092923847869942,1.1369348424333112
450.0,1.5913335231433647,1.0512600094853743
460.0,1.574922612310078,1.0933289121529908
470.0,1.7361668453498205,1.3798560129638742
480.0,1.6761950699434303,1.1005682910805585
490.0,1.556507829627957,1.2040124212232337
500.0,1.6312947135111913,1.2381750799011815
510.0,1.6722631167907478,1.379017771695965
520.0,1.7061143804447823,1.4123835453413156
530.0,1.6916042107064304,1.1985641961136084
540.0,1.5816558124966256,1.1843551564664974
550.0,1.7697517162207375,1.6225375170972565
560.0,1.7730207126489659,1.4862258339143521
570.0,1.580687178288193,1.127571011546045
580.0,1.6820261428231558,1.2023311519817803
590.0,1.5613731468021994,1.0395019965859411
600.0,1.3756323647550022,1.3793425850000587
610.0,1.5525076921644834,1.0734060449065645
620.0,1.588858462846488,0.8702377045001061
630.0,1.4705386619680305,1.4421549672862986
640.0,1.5048752104213636,1.402505505854842
650.0,1.644542106675398,1.050355862929631
660.0,1.7051789574424885,1.3081247288053859
670.0,1.5663867450368278,1.2234367278612504
680.0,1.7463787409919662,1.3944971136271656
690.0,1.9291797769623837,1.3054542351470204
700.0,1.756676480248592,1.461591944386859
710.0,1.7272434060488187,1.2974546971555112
720.0,1.8146444294180064,1.2937734554071174
730.0,1.8687697089245159,1.2258916935551936
740.0,1.791826436521854,1.563355197157947
750.0,1.8621230001940123,1.4235189983725416
760.0,1.7820727371624265,1.228244868027543
770.0,1.9549222962070014,1.4395095640106903
780.0,1.9881045971020517,1.201830417715163
790.0,2.1523260645276725,1.3640668942034018
800.0,2.204936442495959,1.0416508677242489
810.0,2.0769117100776984,1.067461747537135
820.0,2.008079705886867,1.014220247194099
830.0,1.9199176389349537,0.9361536544157696
840.0,1.9156688736604583,0.9951993649555528
850.0,1.943852399016734,1.133763254859571
860.0,1.9098589360412557,0.8708420433458496
870.0,2.0929862651856617,0.917927561932315
880.0,1.9813621888585773,0.9841796728280267
890.0,1.94863172049109,0.9226330441059771
900.0,1.9967995808881032,1.001325847840343
910.0,2.1109159293995217,0.8344280703734511
920.0,2.078776098194053,0.8892870284748097
930.0,2.0864322076334654,1.031291219973768
940.0,2.2467680924026845,1.1119998506681112
950.0,2.1371916491464615,1.075632791070096
960.0,2.298716322339937,1.061756841096826
970.0,2.3835858084293493,1.124829995206594
980.0,2.2610102249036146,0.7614175039862998
990.0,2.2803103921285404,1.1343907918734135
1000.0,2.1342230875731723,0.9322751159559994
1010.0,2.337618498542966,1.0186411522998762
1020.0,2.1222396124745444,0.9397484336026293
1030.0,2.2560316644569807,0.9075221320553387
1040.0,2.4124166572365087,1.090686118663832
1050.0,2.4494129497718578,1.2897601711699418
1060.0,2.630778225026212,1.2300758278982984
1070.0,2.414016848584527,1.1905268141176781
1080.0,2.3010057029952593,1.0854365302637765
1090.0,2.1895117865188256,1.028226470348719
1100.0,2.1653608430453968,1.1955728502535994
1110.0,2.189188373665297,1.2704317866301331
1120.0,1.9635120749025228,1.0735421937740222
1130.0,1.9635913966798895,1.2850294714679822
1140.0,1.9318429578083622,1.118213361236819
1150.0,1.7836390505006714,1.2403132189131822
1160.0,1.8787404383032822,1.345482976795207
1170.0,1.777424291185881,1.2051633478021488
1180.0,1.9047733595004614,1.1008115218717143
1190.0,1.8643501777621134,1.3475789913066623
1200.0,1.963950634461204,0.9114548793931176
1210.0,1.822504431779863,1.075732034050022
1220.0,1.7983966140705254,1.1788163841987873
1230.0,2.040787075753135,1.22106446434168
1240.0,1.9680018904515952,1.3307882399449042
1250.0,1.8780289508477856,1.1697533184971167
1260.0,1.8894004482420623,1.275866946836969
1270.0,2.1316709831970537,1.4448874727565544
1280.0,1.8657149578590002,1.1294006113524189
1290.0,2.029541100239103,1.2172551348389173
1300.0,1.8787466922476908,1.2684132309599054
1310.0,1.8041965827702267,1.3605010497315706
1320.0,1.8377267973285851,1.27497962553675
1330.0,1.9380653000929566,1.2521744753906288
1340.0,1.8783622187238438,1.163727838658725
1350.0,1.8238065347687185,1.1939599294944785
1360.0,1.8709184557269674,1.2265938172536186
